ResultsFK,Time,WaitingTime
1,44013.524305555555,0.0025787737904465757
1,44013.52777777778,0.002216376487922389
1,44013.53125,0.003014531350345351
1,44013.53472222222,0.003987175565271173
1,44013.538194444445,0.004634109609469306
1,44013.541666666664,0.004515457279921975
1,44013.54513888889,0.004831463891605381
1,44013.54861111111,0.0054577657574554905
1,44013.552083333336,0.005601160090009216
1,44013.555555555555,0.005700061075913254
1,44013.55902777778,0.005659946175001096
1,44013.5625,0.005835617805132642
1,44013.56597222222,0.005786627902125474
1,44013.569444444445,0.005878645220946055
1,44013.572916666664,0.005437975822133012
1,44013.57638888889,0.004834086736082099
1,44013.57986111111,0.003725005364685785
1,44013.583333333336,0.004266883755917661
1,44013.586805555555,0.00477182783652097
1,44013.59027777778,0.005019019736209884
1,44013.59375,0.0032987548111123033
1,44013.59722222222,0.0006843107476015575
1,44013.600694444445,0.0010869234320125543
1,44013.604166666664,0.0018884453020291403
1,44013.60763888889,0.002410292327112984
1,44013.61111111111,0.0033783628095989116
1,44013.614583333336,0.004351142721134238
1,44013.618055555555,0.00440746499953093
1,44013.62152777778,0.0041203947403118946
1,44013.625,0.0040013940233620815
1,44013.62847222222,0.0037822188387508504
1,44013.631944444445,0.003907468584657181
1,44013.635416666664,0.0040375183743890375
1,44013.63888888889,0.0038907200505491346
1,44013.64236111111,0.00483187974896282
1,44013.645833333336,0.005036060174461454
1,44013.649305555555,0.005391773629526142
1,44013.65277777778,0.005363939133530948
1,44013.65625,0.0052770140682696365
1,44013.65972222222,0.005176757826120593
1,44013.663194444445,0.004174193636572454
1,44013.666666666664,0.0024070321233011782
1,44013.67013888889,0.00302421268861508
1,44013.67361111111,0.0035103573682135902
1,44013.677083333336,0.004393506518681534
1,44013.680555555555,0.0051104266531183384
1,44013.68402777778,0.005137459796969779
1,44013.6875,0.004607808077707887
1,44013.69097222222,0.0043392827865318395
1,44013.694444444445,0.003678830078570172
1,44013.697916666664,0.004030998446978629
1,44013.70138888889,0.0044683475061901845
1,44013.70486111111,0.004920249033602886
1,44013.708333333336,0.0048443417908856645
1,44013.711805555555,0.00505520813021576
1,44013.71527777778,0.005277445503452327
1,44013.71875,0.005463831919769291
1,44013.72222222222,0.005337947535736021
1,44013.725694444445,0.005602876088232733
1,44013.729166666664,0.005859344586497173
1,44013.73263888889,0.005805689099361189
1,44013.73611111111,0.005543238061363809
1,44013.739583333336,0.005286941486701835
1,44013.743055555555,0.005288855405524373
1,44013.74652777778,0.005071098465123214
1,44013.75,0.004543282921076752
1,44013.75347222222,0.004329735886130948
1,44013.756944444445,0.004653789161238819
1,44013.760416666664,0.004959013109328225
1,44013.76388888889,0.005612472145003267
1,44013.76736111111,0.005697476692148484
1,44013.770833333336,0.00579498682054691
1,44013.774305555555,0.005862917205377016
1,44013.77777777778,0.005862978119694162
1,44013.78125,0.0059045981397503056
1,44013.78472222222,0.006046394715667702
1,44013.788194444445,0.006482171687821392
1,44013.791666666664,0.005813512529130094
1,44013.79513888889,0.00572680369077716
1,44013.79861111111,0.005515987402759492
1,44013.802083333336,0.004900961932435166
1,44013.805555555555,0.004831095749977976
1,44013.80902777778,0.004816814995137975
1,44013.8125,0.005023951460316312
1,44013.81597222222,0.004546988282527309
1,44013.819444444445,0.004233640203892719
1,44013.822916666664,0.004043171618832275
1,44013.82638888889,0.004154062451561913
1,44013.82986111111,0.002928323818196077
